category;description;alpha_carotene;beta_carotene;beta_cryptoxanthin;carbohydrate;cholesterol;choline;fiber;lutein_and_zeaxanthin;lycopene;niacin;protein;retinol;riboflavin;selenium;sugar_total;thiamin;water;fat.monosaturated_fat;fat.polysaturated_fat;fat.saturated_fat;fat.total_lipid;major_minerals.calcium;major_minerals.copper;major_minerals.iron;major_minerals.magnesium;major_minerals.phosphorus;major_minerals.potassium;major_minerals.sodium;major_minerals.zinc;vitamins.vitamin_a_-_rae;vitamins.vitamin_b12;vitamins.vitamin_b6;vitamins.vitamin_c;vitamins.vitamin_e;vitamins.vitamin_k;calories
Salmon;Salmon, raw;0.0;0.0;0.0;0.0;46.0;94.6;0.0;0.0;0.0;7.995;20.5;35.0;0.105;31.4;0.0;0.08;75.52;1.348;0.811;0.81;4.4;7.0;0.063;0.38;27.0;261.0;366.0;75.0;0.39;35.0;4.15;0.611;0.0;0.4;0.4;121.6
Salmon;Salmon, cooked, NS as to cooking method;0.0;0.0;0.0;0.1;56.0;115.7;0.0;0.0;0.0;9.285;25.06;39.0;0.122;38.4;0.04;0.088;65.39;3.228;2.546;1.507;9.15;9.0;0.077;0.47;33.0;319.0;449.0;405.0;0.48;39.0;4.57;0.673;0.5;0.93;4.9;182.99
Salmon;Salmon, baked or broiled, made with oil;0.0;0.0;0.0;0.1;56.0;115.7;0.0;0.0;0.0;9.285;25.06;39.0;0.122;38.4;0.04;0.088;65.39;3.228;2.546;1.507;9.15;9.0;0.077;0.47;33.0;319.0;449.0;405.0;0.48;39.0;4.57;0.673;0.5;0.93;4.9;182.99
Salmon;Salmon, baked or broiled, made with butter;0.0;6.0;0.0;0.1;64.0;116.4;0.0;0.0;0.0;9.287;25.09;64.0;0.123;38.4;0.04;0.089;66.0;2.441;1.106;2.929;8.44;10.0;0.077;0.47;33.0;320.0;450.0;429.0;0.48;64.0;4.57;0.673;0.5;0.58;0.8;176.72
Salmon;Salmon, baked or broiled, made with margarine;0.0;23.0;0.0;0.13;56.0;116.1;0.0;0.0;0.0;9.286;25.07;67.0;0.123;38.4;0.04;0.089;66.61;2.562;1.97;1.476;7.84;10.0;0.077;0.47;33.0;320.0;450.0;431.0;0.48;69.0;4.57;0.779;0.5;1.17;4.2;171.36
Salmon;Salmon, baked or broiled, no added fat;0.0;0.0;0.0;0.1;58.0;119.2;0.0;0.0;0.0;9.567;25.82;40.0;0.126;39.5;0.04;0.091;68.23;1.698;1.022;1.021;5.54;9.0;0.08;0.48;34.0;329.0;462.0;417.0;0.49;40.0;4.7;0.693;0.5;0.51;0.5;153.54
Salmon;Salmon, baked or broiled, made with cooking spray;0.0;0.0;0.0;0.2;58.0;118.7;0.0;0.0;0.0;9.529;25.72;40.0;0.125;39.4;0.04;0.091;67.86;1.939;1.128;1.042;5.92;9.0;0.079;0.48;34.0;328.0;461.0;415.0;0.49;40.0;4.69;0.69;0.5;0.5;0.5;156.96
Salmon;Salmon, coated, baked or broiled, made with oil;0.0;1.0;0.0;12.51;44.0;91.8;0.6;2.0;0.0;7.995;21.42;37.0;0.175;34.3;1.1;0.184;54.91;3.805;3.324;1.792;10.59;38.0;0.091;1.12;32.0;278.0;385.0;368.0;0.58;37.0;3.55;0.53;0.0;1.06;7.8;231.03
Salmon;Salmon, coated, baked or broiled, made with butter;0.0;10.0;0.0;12.51;56.0;92.9;0.6;2.0;0.0;7.998;21.47;75.0;0.177;34.4;1.1;0.184;55.84;2.604;1.128;3.962;9.5;39.0;0.091;1.12;32.0;279.0;387.0;405.0;0.59;76.0;3.56;0.53;0.0;0.52;1.4;221.42
Salmon;Salmon, coated, baked or broiled, made with margarine;0.0;36.0;0.0;12.56;44.0;92.4;0.6;2.0;0.0;7.996;21.43;81.0;0.177;34.3;1.1;0.184;56.77;2.789;2.446;1.745;8.58;39.0;0.091;1.12;32.0;279.0;387.0;408.0;0.58;84.0;3.55;0.692;0.0;1.43;6.7;213.18
Salmon;Salmon, coated, baked or broiled, no added fat;0.0;1.0;0.0;13.1;46.0;96.1;0.6;2.0;0.0;8.371;22.42;38.0;0.183;35.9;1.15;0.192;58.82;1.46;0.998;1.052;5.06;39.0;0.095;1.17;33.0;291.0;404.0;385.0;0.61;38.0;3.72;0.555;0.0;0.41;1.0;187.62
Salmon;Salmon, coated, baked or broiled, made with cooking spray;0.0;1.0;0.0;13.14;46.0;95.8;0.6;2.0;0.0;8.346;22.36;38.0;0.183;35.8;1.14;0.192;58.56;1.648;1.08;1.068;5.35;39.0;0.095;1.16;33.0;290.0;402.0;384.0;0.61;38.0;3.7;0.553;0.0;0.41;1.0;190.15
Salmon;Salmon, coated, fried, made with oil;0.0;0.0;1.0;9.85;74.0;106.2;0.6;48.0;0.0;7.641;20.5;40.0;0.175;33.1;0.88;0.16;54.87;5.283;4.741;2.341;14.08;37.0;0.096;1.16;30.0;264.0;353.0;395.0;0.65;40.0;3.31;0.499;0.0;1.47;11.6;248.12
Salmon;Salmon, coated, fried, made with butter;0.0;14.0;1.0;9.86;93.0;107.8;0.6;48.0;0.0;7.645;20.57;99.0;0.178;33.2;0.88;0.16;56.28;3.465;1.417;5.625;12.44;39.0;0.096;1.15;30.0;266.0;355.0;451.0;0.66;100.0;3.32;0.5;0.0;0.65;2.0;233.68
Salmon;Salmon, coated, fried, made with margarine;0.0;53.0;1.0;9.93;74.0;107.1;0.6;48.0;0.0;7.642;20.51;107.0;0.178;33.1;0.88;0.16;57.69;3.745;3.411;2.27;11.04;38.0;0.096;1.15;30.0;265.0;355.0;455.0;0.65;112.0;3.31;0.745;0.0;2.03;10.0;221.12
Salmon;Salmon, coated, fried, no added fat;0.0;0.0;1.0;11.6;87.0;124.9;0.7;56.0;0.0;8.993;24.12;48.0;0.206;39.0;1.03;0.188;57.14;1.923;1.355;1.353;6.32;43.0;0.113;1.35;35.0;311.0;415.0;465.0;0.77;48.0;3.89;0.588;0.0;0.53;1.6;199.76
Salmon;Salmon, coated, fried, made with cooking spray;0.0;0.0;1.0;11.64;87.0;124.5;0.7;56.0;0.0;8.965;24.05;47.0;0.206;38.8;1.03;0.187;56.88;2.115;1.439;1.368;6.61;43.0;0.112;1.35;35.0;310.0;414.0;464.0;0.76;47.0;3.88;0.586;0.0;0.53;1.6;202.25
Salmon;Salmon, steamed or poached;0.0;0.0;0.0;0.0;58.0;119.0;0.0;0.0;0.0;8.546;25.78;35.0;0.119;39.5;0.0;0.08;68.39;1.695;1.02;1.019;5.53;9.0;0.079;0.48;31.0;295.0;391.0;407.0;0.49;35.0;4.44;0.615;0.0;0.5;0.5;152.89
Salmon;Salmon, dried;0.0;0.0;0.0;0.0;144.0;295.6;0.0;0.0;0.0;23.735;64.06;98.0;0.312;98.1;0.0;0.225;23.5;4.212;2.534;2.531;13.75;22.0;0.197;1.19;84.0;816.0;1144.0;234.0;1.22;98.0;11.67;1.718;0.0;1.25;1.2;379.99
Salmon;Salmon, canned;0.0;0.0;0.0;0.0;59.0;86.6;0.0;0.0;0.0;6.776;20.55;25.0;0.19;33.9;0.0;0.025;72.68;1.499;1.497;1.009;5.48;220.0;0.071;0.64;30.0;338.0;336.0;403.0;0.79;25.0;4.62;0.268;0.0;0.97;0.4;131.52
Salmon;Salmon, smoked;0.0;0.0;0.0;0.0;23.0;89.0;0.0;0.0;0.0;4.72;18.28;26.0;0.101;32.4;0.0;0.023;72.0;2.023;0.995;0.929;4.32;11.0;0.23;0.85;18.0;164.0;175.0;672.0;0.31;26.0;3.26;0.278;0.0;1.35;0.1;112.0
Sardines;Sardines, cooked;0.0;0.0;0.0;0.0;142.0;75.0;0.0;0.0;0.0;5.245;24.62;32.0;0.227;52.7;0.0;0.08;59.61;3.869;5.148;1.528;11.45;382.0;0.186;2.92;39.0;490.0;397.0;307.0;1.31;32.0;8.94;0.167;0.0;2.04;2.6;201.53
Sardines;Sardines, dried;0.0;0.0;0.0;0.0;154.0;166.6;0.0;0.0;0.0;8.248;46.06;72.0;0.598;93.6;0.0;0.224;28.32;9.58;5.47;5.23;23.18;148.0;0.236;2.82;82.0;606.0;838.0;230.0;2.54;72.0;26.28;0.696;1.4;2.74;0.2;392.86
Sardines;Sardines, canned in oil;0.0;0.0;0.0;0.0;142.0;75.0;0.0;0.0;0.0;5.245;24.62;32.0;0.227;52.7;0.0;0.08;59.61;3.869;5.148;1.528;11.45;382.0;0.186;2.92;39.0;490.0;397.0;307.0;1.31;32.0;8.94;0.167;0.0;2.04;2.6;201.53
Sardines;Sardines, skinless, boneless, packed in water;0.0;26.0;0.0;0.54;61.0;76.0;0.1;2.0;1398.0;4.2;20.86;32.0;0.233;40.6;0.43;0.044;66.86;4.818;2.111;2.684;10.45;240.0;0.272;2.3;34.0;366.0;341.0;414.0;1.4;34.0;9.0;0.123;1.0;1.38;0.4;179.65
Sea bass;Sea bass, cooked, NS as to cooking method;0.0;0.0;0.0;0.1;50.0;74.4;0.0;0.0;0.0;1.859;22.53;51.0;0.14;44.6;0.04;0.121;68.75;2.098;2.462;1.141;6.22;13.0;0.023;0.36;50.0;237.0;314.0;396.0;0.49;51.0;0.33;0.441;0.5;1.47;4.6;146.5
Sea bass;Sea bass, baked or broiled, fat added;0.0;0.0;0.0;0.1;50.0;74.4;0.0;0.0;0.0;1.859;22.53;51.0;0.14;44.6;0.04;0.121;68.75;2.098;2.462;1.141;6.22;13.0;0.023;0.36;50.0;237.0;314.0;396.0;0.49;51.0;0.33;0.441;0.5;1.47;4.6;146.5
Sea bass;Sea bass, baked or broiled, no added fat;0.0;0.0;0.0;0.1;52.0;76.6;0.0;0.0;0.0;1.915;23.22;52.0;0.144;46.0;0.04;0.125;71.69;0.534;0.936;0.644;2.52;13.0;0.024;0.37;52.0;244.0;324.0;408.0;0.5;52.0;0.34;0.454;0.5;1.06;0.1;115.96
Sea bass;Sea bass, coated, baked or broiled, fat added;0.0;1.0;0.0;12.51;39.0;60.3;0.6;2.0;0.0;2.329;19.49;46.0;0.189;39.1;1.1;0.209;57.47;2.944;3.261;1.513;8.35;40.0;0.05;1.04;45.0;215.0;283.0;361.0;0.6;46.0;0.32;0.353;0.0;1.47;7.5;203.15
Sea bass;Sea bass, coated, baked or broiled, no added fat;0.0;1.0;0.0;13.1;41.0;63.1;0.6;2.0;0.0;2.439;20.4;48.0;0.197;40.9;1.15;0.219;61.5;0.557;0.931;0.76;2.72;42.0;0.052;1.08;47.0;225.0;296.0;378.0;0.62;48.0;0.33;0.37;0.0;0.84;0.8;158.48
Sea bass;Sea bass, coated, fried;0.0;0.0;1.0;9.85;70.0;77.3;0.6;48.0;0.0;2.182;18.73;48.0;0.187;37.5;0.88;0.181;57.22;4.494;4.683;2.086;12.04;39.0;0.058;1.09;42.0;207.0;259.0;389.0;0.66;48.0;0.35;0.337;0.0;1.85;11.4;222.68
Sea bass;Sea bass, steamed or poached;0.0;0.0;0.0;0.0;52.0;76.5;0.0;0.0;0.0;1.71;23.18;46.0;0.136;45.9;0.0;0.111;71.85;0.533;0.934;0.643;2.52;13.0;0.024;0.36;46.0;220.0;274.0;399.0;0.5;46.0;0.32;0.402;0.0;1.06;0.1;115.4
Sea bass;Sea bass, pickled;0.0;1.0;0.0;4.02;23.0;36.7;0.6;1.0;0.0;1.017;10.98;22.0;0.079;21.4;1.28;0.073;71.81;7.088;1.422;1.601;10.56;15.0;0.027;0.37;27.0;122.0;199.0;527.0;0.29;22.0;0.15;0.242;2.1;1.83;5.9;155.04
Shark;Shark, cooked, NS as to cooking method;0.0;0.0;0.0;0.1;62.0;79.5;0.0;0.0;0.0;3.413;25.65;77.0;0.072;44.6;0.04;0.047;63.02;3.79;3.015;1.647;9.29;42.0;0.041;1.03;60.0;257.0;197.0;409.0;0.53;77.0;1.64;0.441;0.5;1.67;4.6;186.61
Shark;Shark, baked or broiled, fat added;0.0;0.0;0.0;0.1;62.0;79.5;0.0;0.0;0.0;3.413;25.65;77.0;0.072;44.6;0.04;0.047;63.02;3.79;3.015;1.647;9.29;42.0;0.041;1.03;60.0;257.0;197.0;409.0;0.53;77.0;1.64;0.441;0.5;1.67;4.6;186.61
Shark;Shark, baked or broiled, no added fat;0.0;0.0;0.0;0.1;64.0;81.9;0.0;0.0;0.0;3.516;26.43;79.0;0.074;46.0;0.04;0.048;65.79;2.277;1.505;1.165;5.68;43.0;0.042;1.06;62.0;265.0;203.0;422.0;0.54;79.0;1.69;0.454;0.5;1.26;0.1;157.24
Shark;Shark, coated, baked or broiled, fat added;0.0;1.0;0.0;12.51;49.0;64.2;0.6;2.0;0.0;3.515;21.86;66.0;0.137;39.1;1.1;0.152;53.1;4.234;3.682;1.899;10.69;63.0;0.063;1.55;52.0;230.0;193.0;372.0;0.62;66.0;1.32;0.353;0.0;1.62;7.5;233.69
Shark;Shark, coated, baked or broiled, no added fat;0.0;1.0;0.0;13.1;51.0;67.2;0.6;2.0;0.0;3.68;22.89;69.0;0.144;40.9;1.15;0.159;56.92;1.909;1.373;1.164;5.17;66.0;0.066;1.62;55.0;241.0;202.0;389.0;0.65;69.0;1.38;0.37;0.0;0.99;0.8;190.49
Shark;Shark, coated, fried;0.0;0.0;1.0;9.85;79.0;80.9;0.6;48.0;0.0;3.324;20.9;66.0;0.14;37.5;0.88;0.132;53.22;5.676;5.068;2.439;14.18;60.0;0.07;1.56;49.0;220.0;177.0;399.0;0.69;66.0;1.26;0.337;0.0;1.98;11.4;250.62
Shark;Shark, steamed or poached;0.0;0.0;0.0;0.0;64.0;81.7;0.0;0.0;0.0;3.14;26.38;70.0;0.07;45.9;0.0;0.042;65.95;2.274;1.503;1.163;5.67;43.0;0.041;1.06;55.0;238.0;171.0;411.0;0.54;70.0;1.59;0.402;0.0;1.26;0.1;156.55
Sturgeon;Sturgeon, cooked, NS as to cooking method;0.0;0.0;0.0;0.1;73.0;68.5;0.0;0.0;0.0;9.639;19.73;231.0;0.081;15.4;0.04;0.077;66.65;3.95;2.398;1.635;8.71;16.0;0.05;0.86;43.0;258.0;349.0;379.0;0.51;231.0;2.42;0.221;0.5;1.06;4.6;157.71
Sturgeon;Sturgeon, baked or broiled, fat added;0.0;0.0;0.0;0.1;73.0;68.5;0.0;0.0;0.0;9.639;19.73;231.0;0.081;15.4;0.04;0.077;66.65;3.95;2.398;1.635;8.71;16.0;0.05;0.86;43.0;258.0;349.0;379.0;0.51;231.0;2.42;0.221;0.5;1.06;4.6;157.71
Sturgeon;Sturgeon, steamed;0.0;0.0;0.0;0.0;75.0;70.4;0.0;0.0;0.0;8.872;20.3;211.0;0.079;15.8;0.0;0.07;69.68;2.438;0.868;1.151;5.08;17.0;0.052;0.88;40.0;239.0;304.0;383.0;0.53;211.0;2.35;0.201;0.0;0.63;0.1;126.92
Sturgeon;Sturgeon, coated, fried;0.0;0.0;1.0;9.85;86.0;73.2;0.6;48.0;0.0;7.901;16.77;167.0;0.147;17.1;0.88;0.152;55.75;5.787;4.637;2.431;13.78;42.0;0.077;1.44;37.0;221.0;283.0;377.0;0.68;167.0;1.81;0.184;0.0;1.56;11.4;230.5
Sturgeon;Sturgeon, smoked;0.0;0.0;0.0;0.0;80.0;87.3;0.0;0.0;0.0;11.1;31.2;280.0;0.09;20.1;0.0;0.09;62.5;2.356;0.436;1.037;4.4;17.0;0.05;0.93;47.0;281.0;379.0;739.0;0.56;280.0;2.9;0.27;0.0;0.5;0.1;164.4
Swordfish;Swordfish, cooked, NS as to cooking method;0.0;0.0;0.0;0.1;81.0;79.5;0.0;0.0;0.0;9.486;24.04;37.0;0.065;70.2;0.04;0.087;62.78;5.252;2.959;2.489;11.9;7.0;0.048;0.47;36.0;312.0;512.0;412.0;0.81;37.0;1.77;0.598;0.5;2.91;4.6;203.66
Swordfish;Swordfish, baked or broiled, fat added;0.0;0.0;0.0;0.1;81.0;79.5;0.0;0.0;0.0;9.486;24.04;37.0;0.065;70.2;0.04;0.087;62.78;5.252;2.959;2.489;11.9;7.0;0.048;0.47;36.0;312.0;512.0;412.0;0.81;37.0;1.77;0.598;0.5;2.91;4.6;203.66
Swordfish;Swordfish, baked or broiled, no added fat;0.0;0.0;0.0;0.1;83.0;81.9;0.0;0.0;0.0;9.774;24.76;39.0;0.067;72.3;0.04;0.09;65.54;3.783;1.447;2.033;8.38;7.0;0.049;0.48;37.0;321.0;528.0;424.0;0.83;39.0;1.82;0.616;0.5;2.55;0.1;174.86
Swordfish;Swordfish, coated, baked or broiled, fat added;0.0;1.0;0.0;12.51;63.0;64.2;0.6;2.0;0.0;8.149;20.63;36.0;0.132;58.5;1.1;0.183;52.91;5.35;3.64;2.542;12.69;36.0;0.068;1.12;34.0;272.0;434.0;374.0;0.84;36.0;1.41;0.473;0.0;2.58;7.5;246.77
Swordfish;Swordfish, coated, baked or broiled, no added fat;0.0;1.0;0.0;13.1;66.0;67.2;0.6;2.0;0.0;8.532;21.6;38.0;0.138;61.3;1.15;0.192;56.73;3.077;1.328;1.837;7.26;37.0;0.072;1.17;35.0;285.0;454.0;391.0;0.88;38.0;1.48;0.495;0.0;1.99;0.8;204.14
Swordfish;Swordfish, coated, fried;0.0;0.0;1.0;9.85;91.0;80.9;0.6;48.0;0.0;7.44;19.78;41.0;0.135;55.3;0.88;0.156;53.05;6.696;5.029;3.027;16.0;35.0;0.075;1.16;32.0;259.0;397.0;400.0;0.88;41.0;1.21;0.447;0.0;2.86;11.4;262.52
Swordfish;Swordfish, steamed or poached;0.0;0.0;0.0;0.0;83.0;81.7;0.0;0.0;0.0;8.295;24.72;38.0;0.06;72.2;0.0;0.075;65.7;3.778;1.445;2.03;8.36;7.0;0.049;0.48;33.0;289.0;447.0;414.0;0.83;38.0;1.82;0.546;0.0;2.54;0.1;174.12
Trout;Trout, cooked, NS as to cooking method;0.0;0.0;0.0;0.1;72.0;79.5;0.0;0.0;0.0;6.806;24.38;87.0;0.11;28.8;0.04;0.14;63.29;3.999;3.396;2.207;11.33;31.0;0.056;0.39;31.0;276.0;462.0;375.0;0.55;87.0;4.47;0.375;3.3;3.3;4.6;199.89
Trout;Trout, baked or broiled, made with oil;0.0;0.0;0.0;0.1;72.0;79.5;0.0;0.0;0.0;6.806;24.38;87.0;0.11;28.8;0.04;0.14;63.29;3.999;3.396;2.207;11.33;31.0;0.056;0.39;31.0;276.0;462.0;375.0;0.55;87.0;4.47;0.375;3.3;3.3;4.6;199.89
Trout;Trout, baked or broiled, made with butter;0.0;6.0;0.0;0.1;80.0;80.2;0.0;0.0;0.0;6.807;24.41;113.0;0.111;28.9;0.04;0.14;63.9;3.212;1.957;3.629;10.62;32.0;0.056;0.38;31.0;277.0;463.0;399.0;0.55;113.0;4.47;0.375;3.3;2.95;0.4;193.62
Trout;Trout, baked or broiled, made with margarine;0.0;23.0;0.0;0.13;72.0;79.9;0.0;0.0;0.0;6.807;24.38;116.0;0.111;28.8;0.04;0.14;64.51;3.333;2.821;2.176;10.01;32.0;0.056;0.38;31.0;277.0;463.0;401.0;0.55;118.0;4.47;0.481;3.4;3.54;3.9;188.13
Trout;Trout, baked or broiled, no added fat;0.0;0.0;0.0;0.1;74.0;81.9;0.0;0.0;0.0;7.012;25.12;90.0;0.114;29.7;0.04;0.144;66.06;2.492;1.898;1.742;7.79;32.0;0.058;0.39;32.0;285.0;476.0;387.0;0.57;90.0;4.6;0.386;3.4;2.95;0.1;170.99
Trout;Trout, baked or broiled, made with cooking spray;0.0;0.0;0.0;0.2;74.0;81.6;0.0;0.0;0.0;6.985;25.02;90.0;0.113;29.6;0.04;0.143;65.7;2.731;2.001;1.761;8.15;32.0;0.058;0.39;31.0;284.0;474.0;385.0;0.56;90.0;4.58;0.384;3.4;2.94;0.1;174.23
Trout;Trout, coated, baked or broiled, made with oil;0.0;1.0;0.0;12.51;56.0;64.2;0.6;2.0;0.0;6.104;20.9;74.0;0.166;27.0;1.1;0.223;53.3;4.394;3.973;2.326;12.25;54.0;0.075;1.06;30.0;245.0;396.0;346.0;0.64;74.0;3.47;0.303;2.2;2.87;7.5;243.89
Trout;Trout, coated, baked or broiled, made with butter;0.0;10.0;0.0;12.51;68.0;65.3;0.6;2.0;0.0;6.106;20.94;113.0;0.168;27.1;1.1;0.223;54.24;3.193;1.777;4.496;11.16;56.0;0.075;1.05;30.0;247.0;397.0;383.0;0.65;113.0;3.48;0.303;2.2;2.33;1.1;234.24
Trout;Trout, coated, baked or broiled, made with margarine;0.0;36.0;0.0;12.56;56.0;64.8;0.6;2.0;0.0;6.105;20.9;118.0;0.168;27.0;1.1;0.223;55.17;3.378;3.095;2.279;10.24;55.0;0.075;1.05;30.0;246.0;397.0;385.0;0.64;121.0;3.48;0.465;2.2;3.24;6.4;226.0
Trout;Trout, coated, baked or broiled, no added fat;0.0;1.0;0.0;13.1;59.0;67.2;0.6;2.0;0.0;6.391;21.88;77.0;0.174;28.3;1.15;0.233;57.14;2.076;1.677;1.611;6.8;57.0;0.078;1.1;31.0;257.0;414.0;362.0;0.67;77.0;3.64;0.317;2.3;2.3;0.8;201.12
Trout;Trout, coated, baked or broiled, made with cooking spray;0.0;1.0;0.0;13.14;59.0;67.0;0.6;2.0;0.0;6.371;21.81;77.0;0.173;28.2;1.14;0.233;56.88;2.262;1.758;1.626;7.08;57.0;0.078;1.1;31.0;256.0;413.0;361.0;0.67;77.0;3.63;0.316;2.3;2.29;0.8;203.52
Trout;Trout, coated, fried, made with oil;0.0;0.0;1.0;9.85;85.0;80.9;0.6;48.0;0.0;5.568;20.02;76.0;0.167;26.5;0.88;0.189;53.4;5.822;5.335;2.83;15.6;52.0;0.081;1.1;28.0;234.0;362.0;375.0;0.7;76.0;2.87;0.291;2.0;3.13;11.4;259.88
Trout;Trout, coated, fried, made with butter;0.0;14.0;1.0;9.86;104.0;82.5;0.6;48.0;0.0;5.572;20.09;134.0;0.17;26.5;0.88;0.189;54.81;4.004;2.011;6.114;13.96;54.0;0.081;1.09;29.0;236.0;364.0;431.0;0.71;136.0;2.89;0.292;2.0;2.31;1.7;245.44
Trout;Trout, coated, fried, made with margarine;0.0;53.0;1.0;9.93;85.0;81.8;0.6;48.0;0.0;5.57;20.03;143.0;0.169;26.5;0.88;0.189;56.22;4.284;4.005;2.759;12.56;53.0;0.081;1.09;29.0;235.0;364.0;435.0;0.7;147.0;2.87;0.537;2.0;3.68;9.7;232.88
Trout;Trout, coated, fried, no added fat;0.0;0.0;1.0;11.6;100.0;95.2;0.7;56.0;0.0;6.553;23.56;89.0;0.196;31.1;1.03;0.222;55.42;2.557;2.055;1.928;8.11;61.0;0.096;1.28;33.0;275.0;426.0;441.0;0.83;89.0;3.38;0.343;2.3;2.48;1.3;213.63
Trout;Trout, coated, fried, made with cooking spray;0.0;0.0;1.0;11.64;100.0;94.9;0.7;56.0;0.0;6.533;23.49;89.0;0.196;31.0;1.03;0.221;55.16;2.747;2.136;1.942;8.4;61.0;0.095;1.28;33.0;275.0;425.0;440.0;0.82;89.0;3.37;0.342;2.3;2.47;1.3;216.12
Trout;Trout, steamed or poached;0.0;0.0;0.0;0.0;74.0;81.7;0.0;0.0;0.0;5.95;25.08;90.0;0.102;29.7;0.0;0.121;66.22;2.489;1.895;1.739;7.77;32.0;0.058;0.39;28.0;256.0;403.0;380.0;0.57;90.0;4.6;0.342;2.7;2.94;0.1;170.25
Trout;Trout, smoked;0.0;0.0;0.0;0.0;105.0;115.6;0.0;0.0;0.0;9.407;35.47;134.0;0.152;42.0;0.0;0.192;52.07;3.52;2.681;2.46;10.99;45.0;0.082;0.55;44.0;402.0;671.0;607.0;0.8;134.0;6.88;0.544;4.1;4.16;0.2;240.79
Tuna;Tuna, fresh, raw;0.0;0.0;0.0;0.0;39.0;65.0;0.0;0.0;0.0;18.475;24.4;18.0;0.115;90.6;0.0;0.118;74.03;0.116;0.147;0.172;0.49;4.0;0.036;0.77;35.0;278.0;441.0;45.0;0.37;18.0;2.08;0.933;0.0;0.24;0.1;102.01
Tuna;Tuna, fresh, cooked, NS as to cooking method;0.0;0.0;0.0;0.1;48.0;79.5;0.0;0.0;0.0;21.454;29.83;20.0;0.134;110.7;0.04;0.13;63.57;1.722;1.734;0.727;4.38;5.0;0.044;0.95;43.0;340.0;541.0;368.0;0.45;20.0;2.29;1.027;0.5;0.74;4.6;159.14
Tuna;Tuna, fresh, baked or broiled, fat added;0.0;0.0;0.0;0.1;48.0;79.5;0.0;0.0;0.0;21.454;29.83;20.0;0.134;110.7;0.04;0.13;63.57;1.722;1.734;0.727;4.38;5.0;0.044;0.95;43.0;340.0;541.0;368.0;0.45;20.0;2.29;1.027;0.5;0.74;4.6;159.14
Tuna;Tuna, fresh, baked or broiled, no added fat;0.0;0.0;0.0;0.1;49.0;81.9;0.0;0.0;0.0;22.105;30.73;20.0;0.138;114.1;0.04;0.134;66.35;0.146;0.185;0.217;0.62;6.0;0.046;0.97;44.0;350.0;557.0;379.0;0.47;20.0;2.36;1.058;0.5;0.3;0.1;128.9
Tuna;Tuna, fresh, coated, baked or broiled, fat added;0.0;1.0;0.0;12.51;37.0;64.2;0.6;2.0;0.0;17.281;25.05;22.0;0.184;89.5;1.1;0.216;53.52;2.656;2.705;1.197;6.94;35.0;0.066;1.49;39.0;294.0;455.0;340.0;0.57;22.0;1.81;0.8;0.0;0.92;7.5;212.7
Tuna;Tuna, fresh, coated, baked or broiled, no added fat;0.0;1.0;0.0;13.1;39.0;67.2;0.6;2.0;0.0;18.093;26.23;23.0;0.193;93.7;1.15;0.226;57.36;0.257;0.349;0.429;1.24;37.0;0.069;1.55;41.0;308.0;477.0;356.0;0.59;24.0;1.9;0.838;0.0;0.25;0.8;168.48
Tuna;Tuna, fresh, coated, fried;0.0;0.0;1.0;9.85;68.0;80.9;0.6;48.0;0.0;16.587;23.82;28.0;0.183;83.6;0.88;0.187;53.6;4.231;4.174;1.796;10.75;34.0;0.073;1.5;37.0;278.0;417.0;369.0;0.64;28.0;1.72;0.747;0.0;1.34;11.4;231.43
Tuna;Tuna, fresh, steamed or poached;0.0;0.0;0.0;0.0;49.0;81.7;0.0;0.0;0.0;19.748;30.68;18.0;0.13;113.9;0.0;0.119;66.51;0.146;0.185;0.216;0.62;5.0;0.045;0.97;40.0;315.0;471.0;373.0;0.46;18.0;2.22;0.939;0.0;0.3;0.1;128.3
Tuna;Tuna, fresh, dried;0.0;0.0;0.0;0.0;122.0;203.1;0.0;0.0;0.0;54.848;76.25;51.0;0.341;283.1;0.0;0.332;18.84;0.363;0.459;0.538;1.53;12.0;0.112;2.41;109.0;869.0;1378.0;141.0;1.16;51.0;5.85;2.624;0.0;0.75;0.3;318.77
Tuna;Tuna, fresh, smoked;0.0;0.0;0.0;0.0;60.0;83.0;0.0;0.0;0.0;10.588;25.54;23.0;0.536;46.5;0.0;0.134;61.27;3.346;2.469;2.86;10.04;29.0;0.118;1.48;36.0;159.0;517.0;397.0;0.85;23.0;4.2;0.378;2.1;1.24;0.1;192.52
Tuna;Tuna, canned, NS as to oil or water pack;0.0;0.0;0.0;0.08;36.0;29.3;0.0;0.0;0.0;9.92;19.0;17.0;0.082;67.8;0.0;0.03;79.0;0.114;0.259;0.224;0.94;18.0;0.048;1.67;23.0;137.0;176.0;219.0;0.66;17.0;2.57;0.32;0.0;0.33;0.2;84.78
Tuna;Tuna, canned, oil pack;0.0;0.0;0.0;0.0;18.0;29.3;0.0;0.0;0.0;12.4;29.13;23.0;0.12;76.0;0.0;0.038;59.83;2.949;2.885;1.534;8.21;13.0;0.071;1.39;31.0;311.0;207.0;416.0;0.9;23.0;2.2;0.11;0.0;0.87;44.0;190.41
